checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,installment_commitment,residence_since,age,existing_credits,duration,credit_amount,num_dependents,class
>=200,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,2,2,23,1,36,3913,1,good
>=200,existing paid,radio/tv,<100,4<=X<7,male single,none,car,bank,own,skilled,none,yes,4,2,25,1,24,5152,1,good
0<=X<200,critical/other existing credit,new car,<100,>=7,male single,guarantor,real estate,bank,own,skilled,none,yes,3,3,30,2,18,1056,1,bad
<0,existing paid,furniture/equipment,<100,unemployed,female div/dep/mar,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,3,4,55,1,12,2578,1,good
no checking,critical/other existing credit,new car,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,4,3,36,2,18,1028,1,good
no checking,existing paid,used car,>=1000,4<=X<7,male single,none,life insurance,none,own,skilled,none,no,3,2,55,1,12,1413,1,good
no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,4,4,52,3,12,717,1,good
no checking,critical/other existing credit,business,<100,1<=X<4,female div/dep/mar,guarantor,real estate,none,own,high qualif/self emp/mgmt,yes,yes,4,2,29,2,12,1412,1,good
<0,existing paid,new car,100<=X<500,>=7,male single,none,life insurance,none,own,skilled,yes,yes,3,2,43,1,6,1203,1,good
<0,all paid,furniture/equipment,500<=X<1000,1<=X<4,male single,none,real estate,stores,own,skilled,yes,yes,4,4,22,1,24,2828,1,good
0<=X<200,existing paid,new car,<100,4<=X<7,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,4,2,27,1,60,14027,1,bad
>=200,existing paid,radio/tv,100<=X<500,>=7,female div/dep/mar,none,no known property,none,for free,skilled,yes,yes,4,2,47,1,24,1377,1,good
<0,existing paid,furniture/equipment,<100,unemployed,male single,none,car,none,own,unemp/unskilled non res,none,yes,4,1,25,1,18,2473,1,bad
<0,existing paid,furniture/equipment,<100,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,3,2,25,1,9,2136,1,good
<0,critical/other existing credit,used car,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,4,3,54,1,12,1409,1,good
<0,existing paid,furniture/equipment,<100,>=7,male single,none,car,none,own,skilled,none,yes,4,2,42,1,36,3446,2,bad
no checking,existing paid,radio/tv,100<=X<500,>=7,male single,none,no known property,bank,for free,skilled,yes,yes,2,4,42,1,6,1346,2,good
no checking,existing paid,radio/tv,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,3,2,25,1,12,1262,1,good
<0,critical/other existing credit,education,<100,1<=X<4,female div/dep/mar,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,3,2,25,2,36,8065,1,bad
0<=X<200,existing paid,new car,<100,4<=X<7,male single,none,life insurance,none,rent,skilled,yes,yes,3,4,30,1,12,2002,2,good
<0,all paid,business,<100,4<=X<7,female div/dep/mar,guarantor,car,none,rent,skilled,none,yes,2,4,37,1,48,7685,1,bad
<0,all paid,business,<100,1<=X<4,male single,none,life insurance,none,rent,skilled,yes,yes,4,2,31,1,24,3161,1,bad
<0,existing paid,education,<100,1<=X<4,male single,none,car,none,rent,unskilled resident,none,yes,4,4,40,1,12,684,2,bad
<0,existing paid,furniture/equipment,100<=X<500,unemployed,male div/sep,none,life insurance,none,own,skilled,none,yes,1,1,33,1,24,2359,1,bad
<0,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,life insurance,none,own,skilled,none,yes,3,3,60,2,12,2246,1,bad
<0,existing paid,furniture/equipment,<100,unemployed,female div/dep/mar,none,car,none,own,skilled,none,yes,4,2,33,1,18,1131,1,bad
>=200,existing paid,new car,<100,<1,male single,guarantor,life insurance,none,own,unskilled resident,none,yes,1,1,37,1,10,3949,2,good
no checking,existing paid,furniture/equipment,<100,>=7,male single,none,life insurance,bank,own,skilled,yes,yes,4,4,47,3,18,3422,2,good
0<=X<200,existing paid,education,<100,4<=X<7,female div/dep/mar,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,4,4,67,2,9,1199,1,good
<0,existing paid,new car,<100,>=7,male single,co applicant,real estate,none,own,skilled,none,yes,4,1,45,1,24,2303,1,bad
no checking,existing paid,used car,no known savings,4<=X<7,female div/dep/mar,none,life insurance,stores,rent,unskilled resident,none,yes,2,4,24,1,30,4811,1,good
<0,existing paid,furniture/equipment,<100,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,2,2,27,1,12,1657,1,good
0<=X<200,existing paid,retraining,no known savings,>=7,male single,none,life insurance,none,own,skilled,none,yes,4,4,38,2,12,754,1,good
<0,existing paid,radio/tv,<100,>=7,female div/dep/mar,none,car,none,own,skilled,none,yes,4,4,55,1,24,1603,1,good
no checking,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,car,none,own,skilled,yes,yes,4,4,33,1,24,5150,1,good
<0,delayed previously,education,<100,<1,male single,none,life insurance,none,own,skilled,none,yes,2,1,26,2,21,3414,1,bad
<0,existing paid,furniture/equipment,<100,<1,male div/sep,none,life insurance,none,own,unskilled resident,none,yes,2,4,31,1,30,3108,1,bad
0<=X<200,existing paid,furniture/equipment,no known savings,4<=X<7,male single,none,car,none,own,skilled,yes,yes,2,3,35,1,21,3976,1,good
no checking,existing paid,new car,500<=X<1000,>=7,male single,none,no known property,none,for free,unskilled resident,none,yes,2,4,51,1,9,2507,1,good
>=200,existing paid,domestic appliance,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,2,2,37,1,10,1225,1,good
no checking,existing paid,used car,<100,<1,female div/dep/mar,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,4,1,29,1,24,2679,1,good
0<=X<200,critical/other existing credit,furniture/equipment,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,3,4,37,1,18,3612,1,good
>=200,existing paid,new car,<100,<1,male single,none,real estate,none,own,skilled,none,yes,4,1,26,1,12,1330,1,good
<0,existing paid,new car,<100,4<=X<7,male single,co applicant,life insurance,none,own,skilled,yes,yes,2,3,31,1,24,4817,1,bad
0<=X<200,existing paid,furniture/equipment,>=1000,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,4,1,20,1,11,1577,1,good
<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,4,3,25,2,15,1433,1,good
>=200,existing paid,education,<100,>=7,male single,none,car,none,rent,high qualif/self emp/mgmt,yes,yes,4,4,40,1,15,1905,1,good
0<=X<200,critical/other existing credit,radio/tv,<100,<1,male single,guarantor,real estate,none,own,skilled,none,yes,4,4,23,2,13,882,1,good
<0,all paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,bank,own,unskilled resident,none,yes,4,4,24,1,12,626,1,bad
no checking,critical/other existing credit,used car,>=1000,>=7,male single,none,no known property,none,rent,skilled,yes,yes,3,4,23,2,15,3368,1,good
<0,existing paid,new car,<100,<1,male single,none,real estate,none,own,unskilled resident,yes,yes,3,4,41,1,6,662,2,good
>=200,critical/other existing credit,radio/tv,no known savings,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,3,4,39,2,15,1271,1,bad
>=200,existing paid,radio/tv,500<=X<1000,1<=X<4,female div/dep/mar,none,car,none,own,unskilled resident,none,yes,3,3,57,1,24,1258,1,good
<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,4,2,30,2,12,2121,1,good
>=200,existing paid,new car,100<=X<500,1<=X<4,female div/dep/mar,none,car,bank,own,high qualif/self emp/mgmt,yes,yes,1,1,28,1,21,2923,1,good
>=200,existing paid,radio/tv,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,4,2,26,1,36,4210,1,bad
0<=X<200,existing paid,new car,<100,>=7,male single,none,car,bank,own,unskilled resident,none,yes,4,4,41,1,12,888,2,bad
no checking,existing paid,radio/tv,<100,4<=X<7,male single,none,car,bank,own,skilled,none,yes,3,1,32,1,24,1552,2,good
>=200,critical/other existing credit,used car,500<=X<1000,1<=X<4,male single,none,car,none,own,skilled,yes,yes,2,2,36,1,15,2360,1,good
>=200,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,3,2,28,1,9,745,1,bad
no checking,critical/other existing credit,radio/tv,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,4,2,24,2,18,1800,1,good
no checking,existing paid,used car,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,3,2,30,1,15,4657,1,good
<0,existing paid,furniture/equipment,no known savings,<1,female div/dep/mar,none,life insurance,none,own,skilled,yes,no,1,2,30,1,24,7721,1,good
>=200,critical/other existing credit,new car,500<=X<1000,4<=X<7,male mar/wid,none,real estate,none,own,skilled,yes,yes,4,2,28,3,12,939,1,bad
no checking,critical/other existing credit,new car,100<=X<500,4<=X<7,male mar/wid,none,life insurance,none,own,skilled,yes,yes,4,3,27,2,24,2463,1,good
no checking,existing paid,used car,no known savings,1<=X<4,male single,none,life insurance,none,own,skilled,yes,yes,2,1,31,1,18,3378,1,good
no checking,critical/other existing credit,used car,<100,>=7,female div/dep/mar,none,car,none,rent,high qualif/self emp/mgmt,yes,yes,4,2,41,2,24,3868,1,good
<0,all paid,radio/tv,<100,4<=X<7,male single,guarantor,car,bank,rent,unskilled resident,none,yes,4,4,24,1,24,1546,1,bad
<0,existing paid,domestic appliance,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,3,4,54,1,48,3051,1,bad
no checking,delayed previously,business,<100,1<=X<4,male mar/wid,none,car,none,own,skilled,yes,yes,4,2,28,1,18,2169,1,bad
<0,existing paid,furniture/equipment,>=1000,1<=X<4,male single,none,car,none,own,skilled,none,yes,4,2,28,1,18,2659,1,good
<0,existing paid,furniture/equipment,<100,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,4,2,29,1,36,5179,1,bad
<0,critical/other existing credit,furniture/equipment,500<=X<1000,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,1,4,23,2,33,4281,1,bad
0<=X<200,existing paid,new car,<100,<1,female div/dep/mar,none,car,none,rent,skilled,none,yes,3,1,25,1,12,1295,1,bad
0<=X<200,delayed previously,education,100<=X<500,4<=X<7,male single,none,no known property,none,rent,skilled,yes,yes,2,3,32,1,39,11760,1,good
no checking,delayed previously,radio/tv,<100,1<=X<4,male mar/wid,none,real estate,bank,own,skilled,none,yes,4,3,33,2,15,1478,1,good
<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,car,none,rent,skilled,none,yes,1,4,22,1,18,3650,1,good
0<=X<200,no credits/all paid,new car,<100,<1,female div/dep/mar,none,real estate,none,rent,unemp/unskilled non res,none,yes,2,1,26,2,15,1778,1,bad
no checking,critical/other existing credit,radio/tv,<100,4<=X<7,male single,none,real estate,none,own,unskilled resident,none,yes,2,1,42,3,4,1544,2,good
no checking,delayed previously,business,<100,<1,male single,none,car,bank,own,skilled,yes,yes,2,2,27,2,24,8648,1,bad
<0,no credits/all paid,business,<100,>=7,male single,none,car,none,rent,skilled,none,yes,2,4,29,2,45,11816,1,bad
no checking,existing paid,education,<100,<1,female div/dep/mar,none,no known property,none,own,skilled,none,yes,1,2,56,1,6,1538,1,good
no checking,existing paid,used car,no known savings,<1,female div/dep/mar,none,car,none,rent,skilled,none,yes,1,4,20,1,12,4675,1,good
no checking,all paid,retraining,500<=X<1000,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,4,3,35,1,12,3447,2,good
no checking,critical/other existing credit,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,2,2,26,2,18,2404,1,good
<0,existing paid,new car,<100,4<=X<7,male div/sep,none,car,none,own,skilled,none,yes,2,3,36,1,12,1372,1,bad
no checking,existing paid,furniture/equipment,500<=X<1000,>=7,male single,none,no known property,none,rent,skilled,yes,yes,4,3,32,1,24,3062,1,good
no checking,existing paid,radio/tv,no known savings,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,4,2,21,1,12,886,1,good
no checking,critical/other existing credit,business,no known savings,>=7,male single,none,no known property,none,rent,unskilled resident,none,yes,4,4,57,1,12,1264,1,good
<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,rent,skilled,none,yes,2,2,36,2,9,2799,2,good
<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,male div/sep,none,life insurance,none,own,skilled,none,yes,2,3,25,2,15,975,1,good
0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,2,2,37,1,9,2118,2,good
0<=X<200,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,skilled,none,yes,4,4,28,1,6,1068,2,good
<0,critical/other existing credit,education,<100,1<=X<4,male single,none,no known property,bank,own,skilled,yes,yes,4,3,27,1,40,5998,1,bad
no checking,existing paid,radio/tv,no known savings,>=7,male single,none,life insurance,none,own,skilled,yes,yes,4,3,41,1,21,3160,1,good
no checking,critical/other existing credit,business,<100,1<=X<4,male single,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,3,2,74,1,24,4526,1,good
<0,existing paid,furniture/equipment,no known savings,>=7,male single,none,life insurance,none,own,skilled,none,yes,4,4,31,1,30,6350,1,bad
<0,all paid,furniture/equipment,500<=X<1000,1<=X<4,male single,none,real estate,stores,own,skilled,yes,yes,4,4,22,1,24,2483,1,good
0<=X<200,no credits/all paid,used car,100<=X<500,>=7,male mar/wid,none,car,bank,own,skilled,yes,yes,3,4,31,2,20,6148,1,good
no checking,critical/other existing credit,new car,<100,1<=X<4,male single,none,life insurance,bank,own,skilled,none,yes,3,2,32,2,18,1530,1,bad
no checking,critical/other existing credit,education,<100,1<=X<4,male single,none,no known property,bank,for free,skilled,yes,yes,1,3,31,1,48,6110,1,good
<0,all paid,education,<100,>=7,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,4,4,35,1,6,1198,1,bad
>=200,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,bank,own,high qualif/self emp/mgmt,yes,yes,4,1,33,1,12,1474,1,good
<0,critical/other existing credit,used car,<100,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,2,4,75,2,24,6615,1,good
no checking,existing paid,new car,<100,1<=X<4,male single,none,life insurance,none,own,unskilled resident,none,yes,1,4,43,1,24,7393,2,good
no checking,delayed previously,used car,<100,<1,female div/dep/mar,none,life insurance,none,own,unskilled resident,none,yes,1,2,46,2,15,3594,1,good
<0,delayed previously,new car,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,4,2,43,2,12,1344,2,good
0<=X<200,existing paid,furniture/equipment,no known savings,<1,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,4,3,27,1,18,1924,1,bad
no checking,delayed previously,business,no known savings,<1,male single,none,car,none,rent,skilled,yes,yes,4,4,27,2,36,7980,1,bad
no checking,delayed previously,furniture/equipment,100<=X<500,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,2,3,35,2,24,4151,1,good
no checking,critical/other existing credit,radio/tv,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,4,2,25,2,30,5771,1,good
<0,critical/other existing credit,new car,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,4,4,65,2,21,571,1,good
0<=X<200,critical/other existing credit,business,no known savings,1<=X<4,male mar/wid,none,real estate,bank,own,skilled,none,yes,4,4,28,2,18,1887,1,good
no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,life insurance,none,rent,unskilled resident,yes,yes,4,2,46,2,7,730,1,good
<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,real estate,none,rent,unskilled resident,yes,yes,4,4,23,1,24,3234,1,bad
0<=X<200,existing paid,used car,<100,1<=X<4,male single,none,car,none,rent,high qualif/self emp/mgmt,yes,yes,2,2,35,1,36,6948,1,good
<0,delayed previously,radio/tv,<100,<1,female div/dep/mar,none,car,none,rent,unskilled resident,yes,yes,4,2,29,1,24,1659,1,bad
<0,existing paid,new car,<100,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,none,yes,2,4,28,1,15,1403,1,good
<0,critical/other existing credit,new car,<100,>=7,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,2,4,36,3,18,5302,1,good
0<=X<200,no credits/all paid,business,100<=X<500,1<=X<4,female div/dep/mar,none,car,none,rent,unskilled resident,none,yes,4,4,26,2,30,4280,1,bad
<0,existing paid,radio/tv,<100,>=7,male single,none,real estate,bank,rent,unskilled resident,none,yes,4,4,64,1,24,2384,1,good
no checking,critical/other existing credit,radio/tv,<100,4<=X<7,male single,none,real estate,none,own,unskilled resident,none,yes,2,1,42,2,4,1503,2,good
<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,guarantor,life insurance,none,rent,skilled,none,yes,4,1,46,1,15,1845,1,good
no checking,existing paid,education,no known savings,1<=X<4,male single,none,no known property,none,for free,unskilled resident,yes,yes,2,4,35,1,36,9055,2,good
no checking,critical/other existing credit,business,no known savings,>=7,male single,none,real estate,none,own,skilled,none,yes,4,4,36,2,36,6304,1,good
0<=X<200,existing paid,education,no known savings,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,4,4,61,1,18,1239,1,good
no checking,critical/other existing credit,furniture/equipment,>=1000,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,none,no,3,2,35,1,12,1592,1,good
no checking,delayed previously,used car,no known savings,4<=X<7,male single,none,car,stores,own,high qualif/self emp/mgmt,yes,yes,3,2,31,1,36,8947,2,good
0<=X<200,critical/other existing credit,radio/tv,500<=X<1000,1<=X<4,male single,none,life insurance,none,own,unskilled resident,none,yes,4,2,23,2,27,2520,1,bad
0<=X<200,existing paid,radio/tv,100<=X<500,1<=X<4,male single,guarantor,life insurance,none,rent,skilled,none,yes,4,4,21,1,45,3031,1,bad
0<=X<200,all paid,used car,<100,unemployed,male single,none,no known property,bank,for free,high qualif/self emp/mgmt,yes,yes,1,2,55,1,42,9283,1,good
0<=X<200,existing paid,repairs,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,4,2,30,1,12,639,1,bad
0<=X<200,existing paid,new car,no known savings,<1,male single,none,real estate,none,own,unemp/unskilled non res,none,yes,4,2,35,1,9,1549,1,good
no checking,critical/other existing credit,used car,100<=X<500,1<=X<4,female div/dep/mar,none,car,bank,rent,unskilled resident,none,yes,2,4,24,2,48,11590,1,bad
<0,existing paid,radio/tv,<100,4<=X<7,male single,none,real estate,none,own,skilled,none,yes,3,4,59,1,9,1364,1,good
<0,existing paid,domestic appliance,100<=X<500,unemployed,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,4,3,22,1,12,741,1,bad
0<=X<200,existing paid,education,<100,4<=X<7,male single,none,car,none,own,skilled,none,yes,3,1,32,2,36,2273,2,good
0<=X<200,existing paid,new car,<100,<1,male single,none,real estate,stores,own,unskilled resident,none,yes,4,2,23,1,24,1246,1,bad
0<=X<200,existing paid,radio/tv,<100,<1,female div/dep/mar,none,car,none,own,skilled,yes,yes,4,2,22,1,9,1670,1,bad
<0,existing paid,new car,<100,1<=X<4,female div/dep/mar,guarantor,life insurance,none,own,skilled,yes,yes,4,4,29,1,12,1893,1,good
0<=X<200,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,car,none,own,high qualif/self emp/mgmt,yes,yes,2,3,30,1,48,5096,1,bad
no checking,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,real estate,none,own,skilled,yes,yes,4,4,43,3,12,1935,1,good
no checking,existing paid,domestic appliance,<100,<1,female div/dep/mar,none,real estate,none,rent,skilled,yes,yes,1,4,23,1,9,1236,1,good
0<=X<200,delayed previously,business,no known savings,1<=X<4,male single,none,life insurance,bank,own,high qualif/self emp/mgmt,yes,yes,4,2,37,2,24,4712,1,good
0<=X<200,existing paid,radio/tv,no known savings,>=7,female div/dep/mar,none,car,none,own,skilled,yes,yes,2,4,42,1,24,5084,1,good
no checking,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,real estate,none,rent,unskilled resident,none,yes,1,3,23,1,4,601,2,good
no checking,existing paid,business,>=1000,1<=X<4,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,2,3,54,3,24,4591,1,bad
0<=X<200,existing paid,new car,no known savings,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,1,2,33,1,9,3195,1,good
no checking,existing paid,new car,>=1000,4<=X<7,female div/dep/mar,none,car,none,rent,skilled,none,yes,2,3,20,1,15,3186,1,good
<0,critical/other existing credit,new car,<100,1<=X<4,female div/dep/mar,co applicant,real estate,none,own,skilled,none,yes,3,2,29,2,12,3499,1,bad
no checking,critical/other existing credit,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,2,1,25,2,18,2238,1,good
no checking,critical/other existing credit,used car,<100,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,1,4,36,1,21,3275,1,good
no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,1,3,45,2,6,6761,2,good
<0,existing paid,furniture/equipment,>=1000,>=7,female div/dep/mar,none,life insurance,none,rent,skilled,yes,yes,4,4,57,2,30,3622,1,good
no checking,all paid,used car,no known savings,<1,male single,guarantor,real estate,bank,rent,skilled,yes,yes,3,4,40,2,28,7824,2,good
no checking,critical/other existing credit,business,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,3,2,27,2,12,1185,1,good
no checking,critical/other existing credit,furniture/equipment,500<=X<1000,4<=X<7,female div/dep/mar,none,car,none,rent,skilled,yes,yes,3,4,37,1,12,1402,1,good
<0,critical/other existing credit,new car,<100,>=7,male single,none,car,none,own,unskilled resident,none,yes,4,4,60,2,24,1199,1,bad
0<=X<200,existing paid,radio/tv,500<=X<1000,1<=X<4,male div/sep,none,car,none,own,skilled,yes,yes,3,1,26,1,12,1158,1,good
0<=X<200,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,skilled,none,yes,4,3,37,1,15,802,2,bad
no checking,existing paid,furniture/equipment,<100,1<=X<4,male single,none,real estate,bank,rent,unskilled resident,none,yes,2,2,25,1,10,2210,1,bad
>=200,existing paid,furniture/equipment,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,2,1,34,1,18,2864,2,bad
0<=X<200,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,unskilled resident,none,yes,4,4,27,2,9,1082,1,good
no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,4,3,46,2,18,1149,1,good
0<=X<200,delayed previously,business,100<=X<500,4<=X<7,male single,none,life insurance,none,own,unskilled resident,yes,yes,1,3,31,2,36,9857,2,good
0<=X<200,existing paid,repairs,<100,unemployed,female div/dep/mar,none,car,none,own,skilled,yes,yes,2,4,67,1,18,3872,1,good
no checking,existing paid,new car,<100,1<=X<4,male single,guarantor,life insurance,none,rent,skilled,none,yes,2,3,26,1,6,3518,1,good
no checking,existing paid,domestic appliance,no known savings,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,4,1,24,1,15,874,1,good
no checking,existing paid,new car,<100,1<=X<4,male div/sep,none,real estate,none,own,unskilled resident,none,yes,4,2,49,1,12,640,1,good
no checking,delayed previously,business,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,yes,yes,2,2,26,2,33,2764,1,good
<0,existing paid,new car,<100,4<=X<7,male single,none,no known property,bank,for free,high qualif/self emp/mgmt,yes,yes,2,4,39,1,36,3249,2,good
no checking,existing paid,radio/tv,no known savings,>=7,male single,none,car,none,own,skilled,none,yes,4,2,25,2,24,999,1,good
no checking,existing paid,furniture/equipment,500<=X<1000,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,none,yes,2,4,20,1,15,2221,1,good
no checking,no credits/all paid,used car,no known savings,1<=X<4,male single,none,life insurance,none,own,unskilled resident,none,yes,2,2,39,1,54,9436,2,good
0<=X<200,delayed previously,used car,no known savings,4<=X<7,male single,none,life insurance,bank,rent,high qualif/self emp/mgmt,yes,yes,3,4,36,2,20,7057,2,good
>=200,existing paid,radio/tv,<100,1<=X<4,male mar/wid,none,real estate,none,rent,skilled,none,yes,3,4,23,1,12,1297,1,good
no checking,critical/other existing credit,radio/tv,<100,unemployed,female div/dep/mar,none,car,none,own,unemp/unskilled non res,none,yes,4,4,65,2,18,1098,1,good
<0,existing paid,radio/tv,100<=X<500,<1,male mar/wid,none,no known property,none,own,unskilled resident,yes,yes,4,3,33,1,12,727,1,bad
no checking,existing paid,radio/tv,100<=X<500,unemployed,female div/dep/mar,none,real estate,none,own,skilled,none,yes,2,4,64,1,13,1409,1,good
no checking,critical/other existing credit,radio/tv,<100,>=7,male mar/wid,none,real estate,none,rent,skilled,none,yes,2,2,30,2,6,1740,1,good
<0,no credits/all paid,business,<100,4<=X<7,male single,none,life insurance,bank,own,skilled,yes,yes,3,1,31,1,18,3104,1,good
0<=X<200,all paid,new car,100<=X<500,unemployed,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,1,2,34,1,15,6850,2,bad
no checking,delayed previously,radio/tv,500<=X<1000,4<=X<7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,4,1,37,1,48,12749,1,good
0<=X<200,critical/other existing credit,business,<100,unemployed,male mar/wid,none,car,none,own,unemp/unskilled non res,yes,yes,3,3,40,3,18,3590,2,good
0<=X<200,delayed previously,radio/tv,<100,<1,male single,none,car,none,own,skilled,none,yes,1,2,33,1,24,6403,1,good
no checking,existing paid,radio/tv,500<=X<1000,>=7,male single,none,car,bank,own,high qualif/self emp/mgmt,none,yes,4,2,30,1,30,2333,1,good
no checking,existing paid,used car,no known savings,1<=X<4,male div/sep,none,no known property,none,for free,skilled,yes,yes,2,4,48,1,24,9277,1,good
0<=X<200,existing paid,used car,<100,<1,male mar/wid,none,car,none,rent,high qualif/self emp/mgmt,yes,yes,1,4,28,1,36,9398,1,bad
no checking,critical/other existing credit,new car,<100,1<=X<4,female div/dep/mar,none,real estate,stores,own,skilled,yes,yes,4,2,25,2,36,7855,1,bad
<0,existing paid,new car,<100,<1,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,4,4,24,1,24,1207,1,bad
<0,critical/other existing credit,business,100<=X<500,4<=X<7,male single,none,real estate,none,own,skilled,yes,yes,4,1,26,2,24,1382,1,good
no checking,critical/other existing credit,new car,500<=X<1000,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,4,4,44,1,12,1163,1,good
0<=X<200,no credits/all paid,business,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,2,2,25,1,48,14421,1,bad
no checking,existing paid,new car,500<=X<1000,>=7,male single,none,life insurance,none,own,skilled,none,yes,4,4,36,1,36,909,1,good
no checking,critical/other existing credit,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,rent,unskilled resident,none,yes,2,4,22,2,12,1258,1,good
no checking,critical/other existing credit,used car,no known savings,>=7,male single,none,no known property,none,for free,skilled,none,yes,2,4,42,2,36,10477,1,good
0<=X<200,critical/other existing credit,new car,<100,>=7,male single,none,car,bank,own,skilled,yes,yes,4,4,36,1,18,884,2,bad
no checking,existing paid,used car,no known savings,<1,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,1,4,31,1,10,2901,1,good
no checking,existing paid,new car,100<=X<500,1<=X<4,male single,none,real estate,none,rent,unskilled resident,none,no,3,2,35,1,10,1418,1,good
no checking,critical/other existing credit,furniture/equipment,>=1000,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,4,4,50,1,24,3777,1,good
